person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
45,63682,RENT,0.0,PERSONAL,C,22172,15.61,1,0.35,N,15
54,98368,RENT,0.5,VENTURE,A,19334,11.05,1,0.2,N,25
24,28808,OWN,1.2,DEBTCONSOLIDATION,C,6990,20.16,1,0.24,N,3
21,18038,RENT,2.1,HOMEIMPROVEMENT,F,9667,25.0,1,0.54,N,16
54,58090,RENT,3.9,VENTURE,F,5429,25.0,1,0.09,N,28
18,124593,RENT,1.7,PERSONAL,E,4788,24.21,0,0.04,N,20
18,66659,RENT,1.6,PERSONAL,D,19830,19.83,1,0.3,N,21
64,42238,OWN,10.2,EDUCATION,A,10891,15.51,1,0.26,N,16
37,9035,RENT,0.8,DEBTCONSOLIDATION,A,28953,19.17,0,1.5,Y,10
36,8736,OWN,3.4,DEBTCONSOLIDATION,B,14763,17.81,1,1.5,N,15
46,29329,MORTGAGE,15.3,EDUCATION,C,28355,7.03,1,0.97,N,8
27,34997,RENT,4.9,HOMEIMPROVEMENT,E,19920,21.91,1,0.57,N,26
35,25947,MORTGAGE,6.3,MEDICAL,A,37343,5.4,1,1.44,N,2
45,21039,RENT,2.8,PERSONAL,B,24608,5.0,1,1.17,N,4
52,17892,MORTGAGE,0.1,MEDICAL,C,4167,9.28,1,0.23,N,27
60,29680,RENT,5.2,HOMEIMPROVEMENT,B,14242,7.09,1,0.48,Y,14
64,39274,OWN,5.0,EDUCATION,B,9296,6.04,0,0.24,Y,18
48,142882,RENT,0.6,DEBTCONSOLIDATION,A,19420,6.3,1,0.14,N,3
44,5952,OWN,3.1,EDUCATION,F,33933,22.27,1,1.5,N,3
28,58388,OWN,12.3,PERSONAL,B,1732,7.03,1,0.03,N,23
66,21975,RENT,1.1,PERSONAL,C,12479,10.59,1,0.57,N,5
66,16322,MORTGAGE,3.1,HOMEIMPROVEMENT,A,24811,18.99,0,1.5,N,2
55,24425,RENT,3.1,EDUCATION,C,32591,22.76,1,1.33,N,28
22,41748,RENT,8.3,HOMEIMPROVEMENT,B,22908,10.66,1,0.55,N,6
25,5000,OWN,8.7,MEDICAL,A,10453,19.98,0,1.5,Y,4
51,66486,OWN,7.1,MEDICAL,B,19779,15.71,0,0.3,N,29
65,40478,RENT,2.3,HOMEIMPROVEMENT,A,31267,6.53,1,0.77,N,2
69,33455,RENT,0.4,EDUCATION,C,23058,20.09,0,0.69,N,19
29,23008,MORTGAGE,2.1,HOMEIMPROVEMENT,B,21454,22.44,1,0.93,N,15
55,5000,OWN,5.7,PERSONAL,E,7924,22.18,0,1.5,N,2
18,21080,RENT,6.1,VENTURE,A,6862,6.03,1,0.33,N,4
48,27930,RENT,16.8,VENTURE,A,23272,5.0,0,0.83,N,28
21,88838,MORTGAGE,3.0,DEBTCONSOLIDATION,E,16339,13.59,1,0.18,N,14
66,31371,OWN,5.0,EDUCATION,A,5038,8.77,0,0.16,N,12
62,35966,MORTGAGE,3.9,VENTURE,A,7144,8.67,1,0.2,N,30
67,16241,RENT,0.8,EDUCATION,A,24278,11.97,1,1.49,N,3
22,29901,OWN,3.1,EDUCATION,D,33057,17.1,1,1.11,N,8
47,7924,OWN,3.9,PERSONAL,D,31988,16.43,1,1.5,N,30
41,26266,RENT,15.1,PERSONAL,B,4850,10.88,1,0.18,N,20
20,55163,OWN,2.3,HOMEIMPROVEMENT,C,569,7.14,1,0.01,N,10
28,29330,OWN,19.6,VENTURE,C,31674,13.37,0,1.08,N,19
62,27968,RENT,3.9,EDUCATION,E,25653,25.0,1,0.92,N,15
21,54646,MORTGAGE,1.4,HOMEIMPROVEMENT,A,7669,15.08,0,0.14,N,14
43,54864,MORTGAGE,1.1,PERSONAL,D,4584,15.8,0,0.08,N,26
44,6212,MORTGAGE,0.8,VENTURE,A,13568,5.0,1,1.5,N,25
63,60754,MORTGAGE,3.0,DEBTCONSOLIDATION,B,27526,8.26,0,0.45,N,25
60,86621,RENT,0.1,HOMEIMPROVEMENT,A,13638,13.49,1,0.16,N,19
44,22208,RENT,2.9,EDUCATION,D,8820,16.96,1,0.4,Y,28
59,23900,MORTGAGE,22.3,VENTURE,C,2006,5.38,1,0.08,N,20
68,30488,RENT,5.5,EDUCATION,C,12780,6.72,1,0.42,N,23
67,13570,RENT,7.1,HOMEIMPROVEMENT,C,31365,12.12,1,1.5,N,19
23,75775,RENT,0.6,MEDICAL,C,34916,7.82,1,0.46,Y,26
32,96702,RENT,3.2,HOMEIMPROVEMENT,D,25068,25.0,1,0.26,N,25
70,65412,OWN,1.7,PERSONAL,A,14611,5.0,1,0.22,Y,23
47,6151,RENT,11.2,MEDICAL,B,36435,23.48,1,1.5,N,14
59,19063,RENT,1.0,MEDICAL,A,19432,15.13,1,1.02,N,22
54,22681,MORTGAGE,3.1,VENTURE,B,1979,12.14,0,0.09,N,30
54,27711,OWN,4.4,VENTURE,D,6023,17.79,0,0.22,N,28
59,37739,OWN,3.6,DEBTCONSOLIDATION,C,33275,13.2,1,0.88,N,30
54,32563,OWN,8.9,HOMEIMPROVEMENT,D,17103,18.46,1,0.53,N,28
52,32753,MORTGAGE,1.3,EDUCATION,B,9416,7.04,1,0.29,Y,6
40,65977,OWN,2.4,HOMEIMPROVEMENT,C,7417,7.4,1,0.11,N,8
23,50080,OWN,7.9,PERSONAL,B,2549,14.57,1,0.05,N,25
21,29647,MORTGAGE,3.8,VENTURE,E,37053,10.43,1,1.25,N,30
35,56585,RENT,2.6,DEBTCONSOLIDATION,B,8157,9.85,0,0.14,N,19
26,39596,MORTGAGE,0.1,PERSONAL,C,21179,23.54,1,0.53,N,3
66,57602,RENT,7.0,HOMEIMPROVEMENT,D,31164,24.52,0,0.54,N,24
46,88325,RENT,17.9,HOMEIMPROVEMENT,E,21005,25.0,1,0.24,N,3
30,71913,RENT,4.8,MEDICAL,B,32593,14.14,1,0.45,Y,4
64,11671,RENT,9.7,EDUCATION,B,32182,5.0,1,1.5,N,23
69,31679,OWN,3.6,EDUCATION,B,14142,6.43,0,0.45,N,7
34,46300,MORTGAGE,1.3,DEBTCONSOLIDATION,B,18879,22.39,1,0.41,N,2
62,9542,MORTGAGE,0.1,EDUCATION,C,34282,21.73,0,1.5,N,13
49,44319,MORTGAGE,5.3,MEDICAL,E,19985,16.53,1,0.45,N,11
65,46499,RENT,3.4,PERSONAL,A,17806,16.58,1,0.38,Y,13
39,10611,MORTGAGE,7.6,EDUCATION,C,26631,22.09,1,1.5,Y,2
21,30294,RENT,5.9,HOMEIMPROVEMENT,E,38695,21.41,0,1.28,N,4
22,43283,MORTGAGE,22.1,EDUCATION,A,8712,19.07,1,0.2,Y,21
54,87076,RENT,3.6,DEBTCONSOLIDATION,B,17948,8.89,0,0.21,N,30
58,33397,RENT,2.8,MEDICAL,E,22895,18.24,0,0.69,Y,16
66,11522,MORTGAGE,1.7,MEDICAL,E,27059,20.58,1,1.5,N,22
30,9967,MORTGAGE,3.2,PERSONAL,C,18783,17.62,1,1.5,Y,15
51,23992,OWN,10.3,DEBTCONSOLIDATION,A,33258,21.74,0,1.39,N,23
62,43662,OWN,0.2,PERSONAL,A,32183,18.92,0,0.74,N,15
39,49885,RENT,19.1,MEDICAL,C,36811,6.11,1,0.74,N,3
70,12346,OWN,25.0,EDUCATION,A,27582,5.38,1,1.5,N,13
40,45660,OWN,4.6,EDUCATION,A,25589,15.14,0,0.56,Y,17
68,5000,RENT,2.0,VENTURE,D,36842,11.81,0,1.5,N,18
20,21535,RENT,1.3,VENTURE,D,28191,10.18,1,1.31,N,16
59,44917,RENT,1.6,PERSONAL,D,540,20.33,1,0.01,N,1
51,73984,OWN,0.3,MEDICAL,A,35087,12.73,1,0.47,N,14
49,8254,RENT,3.2,HOMEIMPROVEMENT,A,15858,18.1,1,1.5,N,2
62,41157,RENT,0.3,EDUCATION,D,19462,13.39,1,0.47,N,6
68,26253,RENT,6.3,PERSONAL,D,31159,13.59,1,1.19,N,26
66,6361,OWN,2.3,EDUCATION,D,31863,10.01,0,1.5,N,23
38,9695,OWN,1.1,EDUCATION,F,13312,24.05,1,1.37,N,12
63,39656,OWN,3.9,PERSONAL,E,22735,23.18,0,0.57,Y,8
61,105620,RENT,18.2,EDUCATION,C,16876,7.77,0,0.16,N,24
38,34065,RENT,5.9,MEDICAL,B,29928,9.08,0,0.88,N,26
61,167646,RENT,3.4,PERSONAL,C,24821,8.09,1,0.15,Y,7
28,53232,MORTGAGE,7.5,VENTURE,C,9585,19.95,1,0.18,Y,18
56,17427,RENT,6.7,DEBTCONSOLIDATION,B,3306,8.18,1,0.19,N,11
21,61025,RENT,11.1,DEBTCONSOLIDATION,D,35547,10.04,1,0.58,N,25
68,11814,OWN,1.1,HOMEIMPROVEMENT,A,23960,5.0,1,1.5,N,21
18,36853,RENT,9.8,EDUCATION,D,38955,23.63,1,1.06,N,20
45,37341,MORTGAGE,1.8,PERSONAL,A,30759,5.0,1,0.82,N,2
41,36665,RENT,14.2,HOMEIMPROVEMENT,B,21616,5.0,0,0.59,N,11
52,10845,OWN,1.6,PERSONAL,E,10940,10.29,0,1.01,N,8
30,5000,RENT,13.1,EDUCATION,A,2679,9.34,0,1.5,N,26
64,26873,RENT,16.6,MEDICAL,C,36391,16.93,1,1.35,N,20
51,43415,RENT,0.8,PERSONAL,A,6165,9.96,1,0.14,N,17
28,85421,MORTGAGE,18.3,HOMEIMPROVEMENT,E,3890,18.11,1,0.05,N,22
53,43871,MORTGAGE,0.4,HOMEIMPROVEMENT,D,8859,25.0,1,0.2,Y,13
68,11618,RENT,1.2,HOMEIMPROVEMENT,E,26137,24.18,1,1.5,N,27
34,28078,MORTGAGE,2.9,HOMEIMPROVEMENT,E,9564,15.82,1,0.34,N,20
52,29465,OWN,25.3,EDUCATION,D,2281,10.09,1,0.08,Y,12
35,77466,MORTGAGE,3.4,VENTURE,A,7583,16.98,0,0.1,N,23
57,44739,MORTGAGE,4.0,EDUCATION,B,26472,15.47,0,0.59,N,23
39,13429,RENT,5.9,VENTURE,B,25707,23.24,1,1.5,N,26
41,21339,OWN,17.3,PERSONAL,C,18485,23.17,1,0.87,N,11
36,56893,RENT,7.6,VENTURE,D,19765,18.27,1,0.35,N,21
54,39031,RENT,1.3,DEBTCONSOLIDATION,A,35131,5.0,1,0.9,N,30
56,33423,RENT,1.8,PERSONAL,A,33989,5.0,1,1.02,N,28
38,27965,MORTGAGE,0.5,PERSONAL,B,7742,20.75,0,0.28,N,13
25,55966,MORTGAGE,5.2,PERSONAL,A,32889,15.96,1,0.59,N,9
45,24636,OWN,1.0,EDUCATION,C,12028,16.2,1,0.49,N,7
22,20618,MORTGAGE,1.5,EDUCATION,C,7405,18.78,0,0.36,Y,10
34,62792,MORTGAGE,11.0,HOMEIMPROVEMENT,D,5138,17.8,0,0.08,N,21
54,5000,RENT,2.0,MEDICAL,A,37640,13.57,1,1.5,N,12
53,13052,RENT,4.2,MEDICAL,F,31869,15.52,0,1.5,N,8
36,17948,RENT,2.5,VENTURE,A,26072,11.11,1,1.45,Y,12
44,65703,RENT,0.4,EDUCATION,B,37439,5.0,1,0.57,N,28
70,37515,RENT,2.3,EDUCATION,C,23366,18.37,0,0.62,Y,12
51,12212,RENT,2.6,HOMEIMPROVEMENT,A,22453,8.65,1,1.5,N,27
28,11355,MORTGAGE,11.3,HOMEIMPROVEMENT,A,28226,15.13,1,1.5,N,14
62,66953,MORTGAGE,2.0,PERSONAL,A,4001,20.53,0,0.06,N,26
64,11391,OWN,2.4,PERSONAL,C,1686,16.83,1,0.15,N,11
29,19926,MORTGAGE,7.6,EDUCATION,E,34649,15.56,1,1.5,N,14
38,24032,RENT,7.1,EDUCATION,C,13116,9.14,1,0.55,N,14
28,48118,MORTGAGE,8.0,EDUCATION,C,18788,10.03,1,0.39,N,11
56,22349,RENT,15.4,VENTURE,B,27024,23.75,0,1.21,N,2
45,9683,RENT,7.9,HOMEIMPROVEMENT,A,12725,14.31,1,1.31,Y,22
22,51064,MORTGAGE,2.6,PERSONAL,A,29647,10.81,0,0.58,Y,8
34,50301,RENT,8.6,MEDICAL,E,2252,13.62,0,0.04,Y,7
37,91816,RENT,3.6,EDUCATION,A,26813,17.46,1,0.29,N,15
58,40118,RENT,1.6,MEDICAL,F,35222,18.75,0,0.88,N,4
63,10927,OWN,1.8,VENTURE,A,22155,8.02,0,1.5,N,1
29,88963,MORTGAGE,1.3,DEBTCONSOLIDATION,C,33805,9.45,1,0.38,Y,3
23,23962,RENT,0.8,PERSONAL,E,19274,12.71,1,0.8,N,21
34,59382,MORTGAGE,1.0,PERSONAL,B,26865,9.47,0,0.45,Y,6
68,86949,RENT,0.3,VENTURE,D,9882,19.54,1,0.11,N,19
36,35478,RENT,11.0,EDUCATION,B,37204,8.8,0,1.05,Y,2
43,32351,RENT,13.4,PERSONAL,B,18379,5.21,1,0.57,Y,15
65,40218,OWN,4.4,PERSONAL,A,32472,9.18,1,0.81,N,19
61,45725,RENT,9.2,MEDICAL,D,39484,18.7,1,0.86,Y,21
61,66145,OWN,1.0,EDUCATION,B,21407,5.2,1,0.32,N,19
69,28931,RENT,11.6,DEBTCONSOLIDATION,B,3870,13.05,0,0.13,Y,24
49,34208,RENT,3.5,EDUCATION,F,1759,12.05,0,0.05,Y,23
23,21761,OWN,0.3,EDUCATION,B,6326,19.36,1,0.29,Y,9
53,21668,RENT,0.8,VENTURE,B,36298,21.44,1,1.5,N,19
55,15893,RENT,1.8,EDUCATION,F,5195,25.0,1,0.33,N,13
28,22992,RENT,0.2,MEDICAL,B,33364,17.83,1,1.45,N,30
50,14225,OWN,1.9,MEDICAL,B,13265,16.64,0,0.93,N,28
41,61014,OWN,0.3,MEDICAL,D,33205,20.88,1,0.54,N,8
40,52298,RENT,1.3,HOMEIMPROVEMENT,B,25790,21.09,1,0.49,N,25
32,30721,RENT,1.5,EDUCATION,A,19378,18.14,0,0.63,N,30
44,39453,RENT,25.9,DEBTCONSOLIDATION,B,4543,12.77,1,0.12,N,28
28,15910,RENT,1.3,HOMEIMPROVEMENT,D,14086,20.02,1,0.89,N,27
68,32240,MORTGAGE,1.4,EDUCATION,A,5639,5.24,1,0.17,N,24
67,72229,OWN,5.8,PERSONAL,B,33130,17.9,1,0.46,N,21
34,70577,OWN,9.8,EDUCATION,B,3397,18.62,1,0.05,N,6
68,93027,RENT,2.4,EDUCATION,A,2530,18.03,1,0.03,Y,10
70,60915,OWN,10.4,MEDICAL,C,16169,21.35,0,0.27,N,9
31,42013,MORTGAGE,2.1,PERSONAL,B,17477,12.8,1,0.42,N,15
44,58740,OWN,1.1,DEBTCONSOLIDATION,C,35099,23.07,1,0.6,N,30
35,11771,OWN,2.0,PERSONAL,C,14862,24.62,1,1.26,N,29
45,55738,OWN,4.7,EDUCATION,A,7099,21.56,0,0.13,N,14
68,62346,OWN,2.3,PERSONAL,B,33379,15.72,1,0.54,N,2
64,31834,RENT,5.6,EDUCATION,A,28810,13.19,1,0.91,N,25
64,34562,OWN,1.4,HOMEIMPROVEMENT,A,37738,11.15,1,1.09,Y,1
21,26929,RENT,6.0,VENTURE,C,14126,11.0,0,0.52,Y,11
24,31095,OWN,2.1,EDUCATION,C,25920,11.68,1,0.83,N,15
62,37750,MORTGAGE,3.0,DEBTCONSOLIDATION,A,35441,6.32,1,0.94,Y,26
52,40663,MORTGAGE,4.1,HOMEIMPROVEMENT,C,3578,24.11,1,0.09,N,15
65,16136,RENT,5.8,HOMEIMPROVEMENT,F,1883,23.4,0,0.12,N,6
26,18769,RENT,1.4,HOMEIMPROVEMENT,A,39989,20.69,1,1.5,N,1
25,52331,RENT,9.0,VENTURE,B,4470,11.74,1,0.09,N,17
69,43431,OWN,6.4,MEDICAL,D,5578,12.96,0,0.13,N,3
62,17334,MORTGAGE,1.3,EDUCATION,A,36079,5.0,0,1.5,Y,14
34,30025,OWN,18.4,EDUCATION,D,14506,13.0,1,0.48,Y,27
34,101835,RENT,5.5,MEDICAL,F,21779,25.0,1,0.21,Y,20
66,5000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,14441,13.65,0,1.5,N,12
50,5000,MORTGAGE,0.9,MEDICAL,D,14124,16.05,1,1.5,N,20
49,5000,RENT,3.8,DEBTCONSOLIDATION,B,34173,15.36,1,1.5,N,12
25,128265,OWN,0.9,EDUCATION,A,25025,19.85,1,0.2,N,26
36,13118,OWN,2.8,VENTURE,B,33759,7.86,1,1.5,N,26
55,25767,OWN,2.6,VENTURE,A,14215,21.31,1,0.55,N,29
20,49331,MORTGAGE,6.4,VENTURE,C,36154,18.32,1,0.73,Y,5
22,47050,RENT,1.1,VENTURE,A,13107,19.11,1,0.28,N,6
30,27175,OWN,8.6,EDUCATION,D,17339,17.51,1,0.64,N,20
64,83020,OWN,2.0,PERSONAL,B,33918,8.73,1,0.41,N,23
63,57162,MORTGAGE,2.9,DEBTCONSOLIDATION,B,26388,15.35,1,0.46,N,15
48,19524,MORTGAGE,7.4,PERSONAL,A,20493,5.0,1,1.05,N,28
33,13723,MORTGAGE,4.9,MEDICAL,B,36652,21.04,1,1.5,N,2
67,37286,RENT,1.8,EDUCATION,A,37972,14.99,0,1.02,N,8
49,59069,MORTGAGE,2.4,EDUCATION,D,32893,12.66,0,0.56,N,20
39,103399,RENT,1.8,HOMEIMPROVEMENT,A,11754,7.49,1,0.11,N,6
46,41927,RENT,4.5,VENTURE,C,16602,23.06,0,0.4,N,28
39,24858,RENT,2.0,DEBTCONSOLIDATION,B,19529,20.82,0,0.79,N,26
60,78155,MORTGAGE,6.5,EDUCATION,C,24000,20.26,1,0.31,N,17
20,71101,MORTGAGE,4.3,MEDICAL,C,22313,13.3,1,0.31,Y,18
27,56750,RENT,0.8,DEBTCONSOLIDATION,B,2553,21.45,1,0.04,N,14
59,11297,RENT,1.9,DEBTCONSOLIDATION,C,20398,9.94,1,1.5,N,20
38,25909,MORTGAGE,1.3,DEBTCONSOLIDATION,B,33577,5.0,1,1.3,N,10
33,28662,OWN,2.5,VENTURE,D,31117,15.66,1,1.09,Y,13
29,56768,MORTGAGE,3.6,PERSONAL,D,15691,25.0,1,0.28,N,25
19,5105,RENT,3.5,PERSONAL,C,21884,16.42,0,1.5,Y,17
58,24313,RENT,7.0,HOMEIMPROVEMENT,E,5621,13.59,1,0.23,N,1
41,33796,RENT,1.0,HOMEIMPROVEMENT,D,33031,20.02,1,0.98,N,23
52,27872,RENT,14.6,VENTURE,C,22606,19.9,0,0.81,N,30
47,96258,RENT,2.1,EDUCATION,A,31993,13.01,1,0.33,N,26
47,66571,RENT,1.8,VENTURE,C,22378,21.85,1,0.34,N,8
64,66451,RENT,5.8,EDUCATION,B,10306,15.85,0,0.16,N,16
52,22864,RENT,8.2,MEDICAL,C,10019,6.92,0,0.44,N,13
36,38024,MORTGAGE,2.4,EDUCATION,C,16941,21.19,1,0.45,N,7
67,15838,RENT,6.9,DEBTCONSOLIDATION,C,34516,7.93,0,1.5,N,19
25,16262,RENT,10.8,EDUCATION,C,26525,22.66,1,1.5,N,8
43,66991,MORTGAGE,7.3,MEDICAL,C,30397,15.44,0,0.45,Y,29
66,59481,OWN,0.2,EDUCATION,A,17401,16.64,1,0.29,N,24
57,14834,OWN,8.8,VENTURE,A,18961,21.44,0,1.28,N,21
24,36200,OWN,7.4,MEDICAL,C,25226,13.64,0,0.7,N,12
47,7956,MORTGAGE,5.5,DEBTCONSOLIDATION,B,6884,13.19,0,0.87,N,24
24,48777,MORTGAGE,7.1,PERSONAL,D,36941,23.52,0,0.76,N,16
20,14508,OWN,19.4,EDUCATION,A,38417,5.0,1,1.5,N,13
18,36279,MORTGAGE,2.8,HOMEIMPROVEMENT,A,19397,5.0,0,0.53,N,18
53,101279,RENT,0.3,EDUCATION,C,7108,17.09,1,0.07,N,25
42,12864,RENT,3.1,PERSONAL,C,18278,8.35,0,1.42,Y,30
54,43120,MORTGAGE,0.2,MEDICAL,B,18589,9.11,1,0.43,N,13
18,32397,RENT,1.7,VENTURE,B,19305,23.53,1,0.6,N,21
32,11841,MORTGAGE,4.4,PERSONAL,A,9291,15.06,1,0.78,N,19
54,18313,RENT,1.9,EDUCATION,A,31735,19.12,1,1.5,Y,27
30,45796,RENT,5.8,HOMEIMPROVEMENT,A,20388,19.96,1,0.45,N,6
57,28327,MORTGAGE,8.6,MEDICAL,C,19183,7.43,1,0.68,N,12
25,84748,RENT,2.7,PERSONAL,E,20899,25.0,1,0.25,N,6
22,47364,MORTGAGE,11.5,EDUCATION,B,39974,21.33,1,0.84,N,19
26,13778,MORTGAGE,0.4,VENTURE,A,7271,5.0,0,0.53,N,23
18,61118,MORTGAGE,9.2,PERSONAL,D,29778,25.0,1,0.49,N,16
53,66306,OWN,8.8,HOMEIMPROVEMENT,E,16738,18.17,1,0.25,N,14
52,40969,OWN,1.9,VENTURE,A,25510,21.49,0,0.62,N,24
19,50191,MORTGAGE,1.8,MEDICAL,B,3158,20.48,0,0.06,N,12
57,40561,OWN,1.8,DEBTCONSOLIDATION,A,12391,10.8,1,0.31,N,18
40,76432,OWN,8.3,EDUCATION,A,35591,12.23,1,0.47,Y,16
26,70367,MORTGAGE,8.9,EDUCATION,C,36163,10.5,1,0.51,N,17
51,7931,OWN,2.0,VENTURE,F,2031,20.74,1,0.26,N,16
63,7061,MORTGAGE,4.5,MEDICAL,C,11858,7.15,1,1.5,N,11
31,28730,RENT,0.7,EDUCATION,F,30906,25.0,1,1.08,N,26
21,58534,RENT,3.2,EDUCATION,B,16005,18.26,1,0.27,N,16
47,74552,RENT,33.6,EDUCATION,E,32123,25.0,1,0.43,Y,9
48,25186,RENT,0.9,EDUCATION,A,34049,12.62,0,1.35,N,15
55,28141,OWN,14.7,VENTURE,A,34693,5.0,0,1.23,N,26
28,26381,RENT,8.7,VENTURE,D,38196,17.74,1,1.45,N,18
52,31337,MORTGAGE,17.9,EDUCATION,B,3051,10.58,1,0.1,N,8
25,37589,RENT,1.0,EDUCATION,B,28562,5.0,1,0.76,N,18
20,23007,RENT,1.2,EDUCATION,C,11015,17.3,0,0.48,Y,26
31,26314,RENT,0.1,EDUCATION,B,33824,21.07,1,1.29,N,3
30,44249,OWN,6.4,PERSONAL,C,9204,19.21,1,0.21,N,5
62,10562,RENT,5.2,EDUCATION,B,11910,8.47,0,1.13,N,2
49,107799,RENT,1.0,EDUCATION,D,6938,23.38,1,0.06,N,30
51,57439,OWN,7.8,MEDICAL,B,23402,10.19,1,0.41,N,25
62,82259,RENT,1.8,HOMEIMPROVEMENT,C,6286,9.37,0,0.08,N,11
36,15378,RENT,0.7,EDUCATION,A,37419,21.22,1,1.5,N,19
55,20360,OWN,2.7,DEBTCONSOLIDATION,D,13699,7.33,1,0.67,Y,23
33,5000,RENT,0.5,HOMEIMPROVEMENT,C,6593,8.35,1,1.5,N,2
19,34593,RENT,1.5,DEBTCONSOLIDATION,A,29191,11.34,1,0.84,N,18
57,35387,RENT,2.3,DEBTCONSOLIDATION,A,32402,5.34,1,0.92,N,7
34,41042,RENT,9.5,VENTURE,B,23618,7.34,1,0.58,N,16
51,6510,OWN,7.9,MEDICAL,C,5516,17.69,1,0.85,N,1
59,32535,RENT,2.9,PERSONAL,C,39777,21.38,0,1.22,N,13
33,42728,MORTGAGE,6.4,VENTURE,B,36228,17.23,1,0.85,N,3
55,47626,MORTGAGE,4.2,VENTURE,C,21827,7.03,1,0.46,N,18
19,21123,RENT,2.1,MEDICAL,E,26328,25.0,1,1.25,Y,4
19,118432,MORTGAGE,6.5,VENTURE,A,18190,20.45,0,0.15,N,20
43,27928,RENT,5.8,EDUCATION,B,22122,9.62,1,0.79,N,26
30,37312,RENT,4.8,MEDICAL,C,14702,16.06,1,0.39,N,28
64,25429,RENT,4.8,EDUCATION,C,17110,14.7,1,0.67,Y,17
48,21388,RENT,5.7,VENTURE,A,32267,15.36,0,1.5,N,5
51,53375,OWN,2.4,DEBTCONSOLIDATION,A,8999,21.56,1,0.17,N,7
56,6841,RENT,10.2,HOMEIMPROVEMENT,A,26593,21.73,1,1.5,N,28
20,55667,MORTGAGE,0.9,HOMEIMPROVEMENT,C,32554,15.18,0,0.58,N,9
25,36659,OWN,10.8,PERSONAL,C,5708,6.84,0,0.16,N,4
40,29127,RENT,2.1,DEBTCONSOLIDATION,A,7942,8.69,0,0.27,N,22
31,11237,OWN,0.7,EDUCATION,B,21632,12.27,0,1.5,N,9
44,34437,MORTGAGE,4.6,DEBTCONSOLIDATION,B,7545,14.69,1,0.22,N,17
46,52966,RENT,2.4,PERSONAL,D,8124,25.0,1,0.15,N,10
56,37804,RENT,8.5,EDUCATION,A,18663,7.25,0,0.49,N,27
70,31753,RENT,2.8,VENTURE,C,13684,15.73,1,0.43,Y,17
56,27558,RENT,5.5,VENTURE,D,17469,12.82,0,0.63,N,24
18,23380,RENT,1.8,EDUCATION,D,13049,25.0,1,0.56,N,12
34,12067,RENT,1.2,VENTURE,C,32473,24.8,1,1.5,N,10
58,52248,OWN,2.5,MEDICAL,B,22591,21.41,0,0.43,Y,11
47,39749,OWN,4.7,EDUCATION,D,22326,13.77,0,0.56,N,13
70,54599,OWN,5.3,VENTURE,D,13482,12.56,0,0.25,Y,25
30,23042,RENT,4.3,EDUCATION,D,6920,15.62,1,0.3,N,17
38,29205,RENT,22.1,VENTURE,A,4531,16.95,0,0.16,N,27
36,11412,RENT,5.9,PERSONAL,A,39628,5.0,0,1.5,N,26
70,7271,RENT,13.4,MEDICAL,C,18731,24.9,1,1.5,N,23
36,35802,MORTGAGE,0.6,EDUCATION,E,27313,25.0,1,0.76,N,15
42,5000,RENT,0.3,EDUCATION,D,38107,7.48,1,1.5,N,5
39,42964,RENT,1.9,MEDICAL,D,7851,14.64,0,0.18,N,11
48,20506,RENT,0.7,VENTURE,C,17126,18.76,0,0.84,N,24
34,132221,MORTGAGE,3.7,DEBTCONSOLIDATION,B,38813,8.83,0,0.29,Y,13
40,33985,OWN,3.7,HOMEIMPROVEMENT,C,2600,7.86,1,0.08,N,27
49,50487,RENT,4.3,VENTURE,D,9941,19.59,1,0.2,N,6
27,19018,RENT,6.8,MEDICAL,C,2237,23.07,1,0.12,N,10
27,72841,RENT,17.8,EDUCATION,E,31781,25.0,1,0.44,Y,20
53,76803,OWN,10.5,PERSONAL,B,10610,5.0,0,0.14,N,3
25,64969,MORTGAGE,0.6,EDUCATION,A,18276,19.49,1,0.28,N,28
69,116215,OWN,2.1,HOMEIMPROVEMENT,E,8939,20.22,1,0.08,N,3
37,12848,OWN,1.5,EDUCATION,A,24527,6.75,0,1.5,N,1
49,53197,RENT,1.0,MEDICAL,C,27007,17.34,1,0.51,N,2
67,17402,RENT,3.9,EDUCATION,E,12800,25.0,0,0.74,Y,25
31,13383,MORTGAGE,4.0,EDUCATION,B,29460,9.52,0,1.5,N,5
67,32562,RENT,1.3,PERSONAL,D,29060,12.54,1,0.89,N,28
45,39967,MORTGAGE,6.2,VENTURE,B,10039,17.98,1,0.25,N,29
63,30799,RENT,6.6,EDUCATION,D,14362,7.86,1,0.47,N,14
69,10086,RENT,0.1,VENTURE,A,32723,18.41,0,1.5,N,7
70,35107,OWN,2.5,MEDICAL,C,12315,18.05,1,0.35,N,12
41,32935,RENT,11.0,HOMEIMPROVEMENT,C,2354,21.82,0,0.07,N,4
32,13882,RENT,3.7,HOMEIMPROVEMENT,B,22934,8.61,0,1.5,N,18
39,86769,RENT,2.1,HOMEIMPROVEMENT,C,38345,21.94,0,0.44,N,21
47,109293,OWN,1.5,MEDICAL,E,38608,17.97,1,0.35,N,25
21,36832,RENT,1.4,EDUCATION,D,1105,9.65,1,0.03,N,9
